phi0,omega,M,Q,R_eff,C_eff
0,0.942809042,0,0,,0
0.0006,0.942549394,0.047417366,0.050498321,204.6638033,0.000231684
0.0009,0.942502826,0.063755648,0.067668112,174.0055381,0.0003664
0.0012,0.942355902,0.073605782,0.078132633,151.2233741,0.000486736
0.0015,0.94220438,0.082230209,0.087347375,134.9604549,0.000609291
0.0018,0.942049855,0.090065783,0.095572025,123.6195535,0.000728572
0.0021,0.941892772,0.097226888,0.103171928,114.4429102,0.000849567
0.0024,0.941733776,0.103878507,0.110237445,107.0303088,0.000970552
0.0027,0.941573232,0.110114712,0.116863012,100.8888051,0.001091446
0.003,0.941411409,0.116002486,0.123119607,95.69211543,0.001212247
0.0033,0.941248501,0.121592553,0.129061022,91.22041767,0.001332953
0.0036,0.941084666,0.126924258,0.13472895,87.31926107,0.001453565
0.0039,0.940920026,0.13202893,0.140156593,83.87664077,0.001574085
0.0042,0.940754681,0.136931985,0.145370886,80.80923451,0.001694509
0.0045,0.940588715,0.141654382,0.150394038,78.0533421,0.001814841
0.0048,0.940422195,0.146213649,0.155244623,75.55953461,0.001935079
0.0054,0.940087722,0.154899986,0.164488683,71.20946499,0.002175272
0.0057,0.939919862,0.159050701,0.168907208,69.29616591,0.002295231
0.006,0.939751638,0.163086302,0.173204034,67.52795894,0.002415093
0.0063,0.939583083,0.167015154,0.17738802,65.88724121,0.002534863
0.0066,0.939414226,0.170844638,0.181466984,64.35940573,0.00265454
0.0069,0.939245093,0.174581312,0.185447871,62.93196546,0.002774128
0.0072,0.939075707,0.178231032,0.18933688,61.59459033,0.002893615
0.0075,0.938906089,0.18179905,0.193139575,60.33796012,0.003013013
0.0078,0.938736258,0.185290103,0.196860971,59.15426598,0.00313232
0.0081,0.93856623,0.18870848,0.200505607,58.03680102,0.003251531
0.0084,0.93839602,0.192058077,0.204077608,56.97959338,0.003370647
0.0087,0.938225644,0.195342447,0.207580737,55.97724621,0.003489676
0.009,0.938055113,0.198564844,0.211018435,55.02534063,0.003608607
0.0093,0.937884439,0.201728252,0.214393862,54.11964487,0.00372745
0.0096,0.937713633,0.204835419,0.217709926,53.25657831,0.003846199
0.0099,0.937542706,0.207888881,0.22096931,52.43299353,0.003964849
0.0102,0.937371666,0.210890986,0.224174498,51.64576945,0.004083413
0.0105,0.937200522,0.213843911,0.227327794,50.89241962,0.004201881
0.0108,0.937029282,0.21674968,0.230431339,50.17044466,0.004320266
0.0111,0.936857953,0.219610178,0.233487128,49.4778497,0.004438555
0.0114,0.936686542,0.222427166,0.236497022,48.81278045,0.00455674
0.0117,0.936515057,0.22520229,0.239462762,48.17321586,0.004674844
0.012,0.936343502,0.227937092,0.24238598,47.55774771,0.004792849
0.0123,0.936171884,0.230633019,0.245268205,46.9647603,0.004910768
0.0126,0.936000208,0.233291432,0.248110877,46.3929017,0.005028602
0.0129,0.935828478,0.235913612,0.25091535,45.84119822,0.005146323
0.0132,0.935656701,0.238500766,0.253682901,45.30821003,0.005263964
0.0135,0.93548488,0.241054035,0.256414734,44.79298702,0.005381513
0.0138,0.935313019,0.243574497,0.259111988,44.29456728,0.00549897
0.0141,0.935141122,0.24606317,0.261775743,43.81192073,0.005616352
0.0144,0.934969194,0.248521023,0.26440702,43.34460454,0.005733609
0.0147,0.934797238,0.250948973,0.267006789,42.89140516,0.005850799
0.015,0.934625257,0.253347891,0.269575969,42.45178068,0.005967898
0.0153,0.934453255,0.255718605,0.272115436,42.0251385,0.006084896
0.0156,0.934281234,0.258061905,0.274626025,41.61084109,0.006201795
0.0159,0.934109198,0.260378541,0.277108527,41.208212,0.006318608
0.0162,0.933937149,0.26266923,0.279563701,40.81657363,0.006435357
0.0165,0.933765091,0.264934657,0.281992268,40.43588998,0.006551968
0.0168,0.933593025,0.267175474,0.28439492,40.0652,0.006668517
0.0171,0.933420954,0.269392307,0.286772315,39.704175,0.006784987
0.0174,0.933248881,0.271585754,0.289125085,39.35256158,0.006901349
0.0177,0.933076807,0.273756387,0.291453835,39.0098602,0.00701762
0.018,0.932904736,0.275904755,0.293759144,38.67570822,0.0071338
0.0183,0.932732668,0.278031385,0.296041568,38.34984234,0.00724987
0.0186,0.932560606,0.280136782,0.298301641,38.03178119,0.00736586
0.0189,0.932388552,0.282221431,0.300539874,37.72109638,0.007481793
0.0192,0.932216508,0.284285799,0.30275676,37.41791417,0.007597585
0.0195,0.932044475,0.286330334,0.304952772,37.12145664,0.007713338
0.0198,0.931872455,0.288355469,0.307128366,36.83196971,0.007828945
0.0201,0.93170045,0.290361619,0.309283981,36.54875942,0.0079445
0.0204,0.931528461,0.292349184,0.311420039,36.2716853,0.008059984
0.0207,0.931356489,0.294318551,0.313536947,36.00081237,0.008175331
0.021,0.931184537,0.296270091,0.315635098,35.73568491,0.008290595
0.0213,0.931012606,0.298204166,0.317714871,35.47609957,0.008405777
0.0216,0.930840697,0.300121121,0.319776632,35.2218711,0.008520874
0.0219,0.930668811,0.302021291,0.321820735,34.97280523,0.00863589
0.0222,0.930496949,0.303905002,0.323847522,34.72873735,0.008750822
0.0225,0.930325113,0.305772566,0.325857322,34.48972038,0.008865615
0.0228,0.930153304,0.307624286,0.327850456,34.25532911,0.008980334
0.0231,0.929981523,0.309460456,0.329827232,34.02534,0.009095
0.0234,0.929809772,0.31128136,0.33178795,33.79983395,0.009209553
0.0237,0.92963805,0.313087273,0.3337329,33.57864908,0.009323999
