phi0,omega,M,Q,R_eff,C_eff
0,1.044465936,0,0,,0
0.0003,1.044379918,0.034045481,0.032708514,229.0666383,0.000148627
0.0006,1.044222012,0.049435779,0.047341129,182.7087268,0.000270572
0.0009,1.044041164,0.060570217,0.058002044,150.0897137,0.00040356
0.0012,1.043845104,0.070213143,0.06739427,129.7346351,0.000541206
0.0015,1.043660545,0.078107935,0.074823662,116.3122087,0.000671537
0.0018,1.043467288,0.085452404,0.08184997,106.1301588,0.000805166
0.0021,1.043269462,0.092238829,0.088356662,98.23541057,0.000938957
0.0024,1.043069697,0.098542995,0.094402306,91.87003061,0.001072635
0.0027,1.042868366,0.1044524,0.100070574,86.59675556,0.001206193
0.003,1.042665742,0.110030583,0.105422317,82.13451529,0.001339639
0.0033,1.042462031,0.115325688,0.110503576,78.29467926,0.00147297
0.0036,1.04225739,0.120375106,0.115350122,74.94465375,0.001606187
0.0039,1.042051949,0.125208592,0.119990419,71.98843093,0.001739288
0.0042,1.04184581,0.129850288,0.124447559,69.35427903,0.001872275
0.0045,1.041639058,0.134320106,0.128740584,66.98762715,0.002005148
0.0048,1.041431764,0.138634696,0.132885419,64.84597727,0.002137907
0.0051,1.041223989,0.142808152,0.136895542,62.89584397,0.00227055
0.0054,1.041015783,0.146852531,0.140782481,61.11007943,0.002403082
0.0057,1.040807193,0.150778243,0.144556189,59.46696663,0.002535496
0.006,1.040598255,0.15459435,0.148225332,57.94820265,0.002667802
0.0063,1.040389005,0.158308802,0.151797505,56.53906521,0.00279999
0.0066,1.040179472,0.161928613,0.155279417,55.22682773,0.002932064
0.0069,1.039969683,0.165460018,0.158677024,54.000872,0.003064025
0.0072,1.039759662,0.16890858,0.161995645,52.85216094,0.003195869
0.0075,1.03954943,0.172279295,0.165240053,51.7728565,0.003327599
0.0078,1.039339007,0.175576665,0.168414549,50.7560938,0.003459223
0.0081,1.039128409,0.178804767,0.17152303,49.7962036,0.003590731
0.0084,1.038917652,0.181967306,0.174569035,48.88811958,0.003722117
0.0087,1.038706752,0.185067662,0.177555792,48.02713074,0.003853398
0.009,1.038495721,0.188108926,0.180486254,47.20940954,0.003984564
0.0093,1.038284572,0.191093938,0.183363134,46.43142596,0.004115616
0.0096,1.038073315,0.194025311,0.186188927,45.68988483,0.00424657
0.0099,1.037861961,0.196905458,0.188965937,44.98234693,0.004377394
0.0102,1.03765052,0.199736611,0.191696296,44.3061062,0.004508106
0.0105,1.037439,0.202520841,0.194381981,43.65890789,0.004638706
0.0108,1.037227409,0.205260075,0.19702483,43.03874682,0.004769193
0.0111,1.037015755,0.207956106,0.199626556,42.44366888,0.004899579
0.0114,1.036804046,0.210610608,0.202188758,41.87229289,0.005029832
0.0117,1.036592288,0.213225149,0.20471293,41.32272487,0.005159997
0.012,1.036380487,0.215801195,0.207200473,40.79386112,0.005290041
0.0123,1.03616865,0.218340126,0.209652701,40.28447784,0.005419957
0.0126,1.035956781,0.220843234,0.212070851,39.79325001,0.005549766
0.0129,1.035744886,0.22331174,0.214456084,39.31906326,0.005679478
0.0132,1.03553297,0.225746793,0.216809498,38.86099979,0.005809084
0.0135,1.035321037,0.228149478,0.219132127,38.41832875,0.005938558
0.0138,1.035109092,0.230520822,0.221424952,37.98999749,0.006067935
0.0141,1.034897138,0.232861795,0.223688896,37.57551626,0.006197168
0.0144,1.034685181,0.235173319,0.22592484,37.17384637,0.006326311
0.0147,1.034473223,0.237456268,0.228133615,36.78442426,0.006455348
0.015,1.034261269,0.23971147,0.230316013,36.40659811,0.006584286
0.0153,1.03404932,0.241939715,0.232472786,36.04005338,0.006713079
0.0156,1.033837382,0.244141754,0.23460465,35.68398742,0.006841773
0.0159,1.033625456,0.246318303,0.236712287,35.33794051,0.006970364
0.0162,1.033413545,0.248470045,0.238796348,35.00142149,0.007098856
0.0165,1.033201653,0.250597631,0.240857453,34.67413346,0.007227221
0.0168,1.032989782,0.252701684,0.242896197,34.35569662,0.007355452
0.0171,1.032777935,0.254782799,0.244913145,34.04533395,0.007483633
0.0174,1.032566113,0.256841546,0.246908842,33.74331165,0.007611628
0.0177,1.032354319,0.258878472,0.248883806,33.44865829,0.007739577
0.018,1.032142556,0.260894098,0.250838537,33.16146648,0.007867387
0.0183,1.031930826,0.262888928,0.252773512,32.88138982,0.007995067
0.0186,1.03171913,0.264863442,0.254689189,32.60799646,0.008122653
0.0189,1.03150747,0.266818103,0.25658601,32.34106691,0.008250133
0.0192,1.031295849,0.268753356,0.258464397,32.08036675,0.008377503
0.0195,1.030327795,0.27066963,0.260324758,31.82735484,0.008504308
0.0198,1.03087273,0.272567334,0.262167485,31.57665085,0.008631927
0.0201,1.030661235,0.274446866,0.263992954,31.33310478,0.008759006
0.0204,1.030449785,0.276308609,0.26580153,31.09518286,0.008885898
0.0207,1.030238381,0.278152929,0.267593563,30.86232446,0.009012702
0.021,1.030027026,0.279980183,0.269369391,30.63416733,0.009139474
0.0213,1.029815721,0.281790713,0.27112934,30.41122119,0.009266011
0.0216,1.029604467,0.28358485,0.272873725,30.19251107,0.009392556
0.0219,1.029393265,0.285362914,0.27460285,29.97861961,0.009518881
0.0222,1.029182117,0.287125215,0.276317009,29.76870092,0.009645205
0.0225,1.028971024,0.288872051,0.278016487,29.5632167,0.009771334
0.0228,1.028759987,0.290603712,0.279701559,29.36171524,0.009897368
0.0231,1.028549007,0.292320478,0.28137249,29.16396447,0.010023345
0.0234,1.028338086,0.294022619,0.28302954,28.96996893,0.010149221
0.0237,1.028127224,0.295710399,0.284672956,28.77987698,0.010274901
0.024,1.027916423,0.297384071,0.286302982,28.59325739,0.010400496
0.0243,1.027705684,0.299043884,0.287919852,28.41003191,0.010525996
0.0246,1.027495007,0.300690077,0.289523793,28.23011744,0.010651393
0.0249,1.027284394,0.302322881,0.291115027,28.05342633,0.010776683
0.0252,1.027073845,0.303942522,0.292693767,27.87986668,0.010901864
0.0255,1.026863362,0.30554922,0.294260221,27.70934269,0.011026939
0.0258,1.026652945,0.307143186,0.295814592,27.54175494,0.011151911
0.0261,1.026442595,0.308724629,0.297357077,27.37700081,0.011276788
