phi0,omega,M,Q,R_eff,C_eff
0.0,0.755928946,0.0,0.0,,0.0
0.0002,0.755915051,0.019225985,0.03216414,371.7660581,5.17e-05
0.0004,0.75585201,0.037805472,0.051804463,297.9711205,0.000126876
0.0006,0.755729031,0.060681808,0.08102721,282.8275907,0.000214554
0.0008,0.755656167,0.06992794,0.092529898,246.2664955,0.000283952
0.001,0.755578305,0.078037365,0.10320778,220.6190166,0.00035372
0.0012,0.755471606,0.085331313,0.114143215,173.7337601,0.000491161
0.0014,0.755423114,0.091228315,0.121293056,180.643472,0.000505019
0.0016,0.755328088,0.098367801,0.13056261,173.6001332,0.000566634
0.0018,0.75526269,0.103700645,0.137230312,164.0506199,0.000632126
0.002,0.755183229,0.109059446,0.144326343,155.598044,0.000700905
0.0022,0.755103663,0.114121438,0.151030759,148.3222018,0.000769416
0.0024,0.755024052,0.11892419,0.15739254,141.9742778,0.000837646
0.0026,0.75494443,0.123498311,0.163452152,136.3726674,0.000905594
0.0028,0.75486482,0.127868683,0.169242491,131.3811833,0.000973265
0.003,0.754785246,0.132055871,0.174790749,126.8967626,0.001040656
0.0032,0.754705724,0.136077104,0.180119701,122.8393095,0.001107765
0.0034,0.754626269,0.139946996,0.185248664,119.144021,0.001174604
0.0036,0.754546894,0.143678072,0.190194195,115.7603718,0.001241168
0.0038,0.75446761,0.14728117,0.194970617,112.6467353,0.001307461
0.004,0.754388425,0.150765742,0.199590427,109.7691547,0.00137348
0.0042,0.754309348,0.154140097,0.204064602,107.0994501,0.001439224
0.0044,0.754230386,0.157411583,0.208402855,104.6131664,0.001504701
0.0046,0.754151545,0.160586742,0.21261383,102.2900091,0.001569916
0.0048,0.75407283,0.163671426,0.216705262,100.1137236,0.001634855
0.005,0.753994245,0.1666709,0.220684104,98.06823621,0.00169954
0.0052,0.753915796,0.169589917,0.22455664,96.14219965,0.001763949
0.0054,0.753837486,0.172432793,0.22832857,94.3236462,0.001828097
0.0056,0.753759318,0.175203455,0.232005084,92.60315468,0.001891982
0.0058,0.753681294,0.177905496,0.235590927,90.97177653,0.001955612
0.006,0.753603419,0.180542208,0.239090447,89.42255966,0.002018978
0.0062,0.753525693,0.18311662,0.242507647,87.94810691,0.002082099
0.0064,0.753448119,0.185631528,0.245846218,86.54358293,0.002144949
