phi0,omega,M,Q,R_eff,C_eff
0.423,0.93782,0.31731,0.27092,4.70817,0.0674
0.424,0.93744,0.31707,0.27067,4.70147,0.06744
0.425,0.93706,0.31683,0.27042,4.69499,0.06748
0.426,0.93668,0.3166,0.27016,4.68848,0.06753
0.427,0.9363,0.31636,0.26991,4.68195,0.06757
0.428,0.93593,0.31613,0.26966,4.67538,0.06762
0.429,0.93555,0.31589,0.26941,4.66877,0.06766
0.43,0.93517,0.31566,0.26916,4.66214,0.06771
0.431,0.93479,0.31543,0.26891,4.65547,0.06775
0.432,0.93442,0.31519,0.26866,4.64877,0.0678
0.433,0.93404,0.31496,0.26841,4.64204,0.06785
0.434,0.93366,0.31473,0.26816,4.63527,0.0679
0.435,0.93328,0.3145,0.26792,4.62847,0.06795
0.436,0.93291,0.31427,0.26767,4.62163,0.068
0.437,0.93253,0.31404,0.26742,4.61476,0.06805
0.438,0.93215,0.31381,0.26717,4.60809,0.0681
0.439,0.93177,0.31358,0.26693,4.60197,0.06814
0.44,0.9314,0.31335,0.26668,4.59582,0.06818
0.441,0.93102,0.31312,0.26644,4.58964,0.06822
0.442,0.93064,0.31289,0.26619,4.58343,0.06827
0.443,0.93026,0.31267,0.26595,4.5772,0.06831
0.444,0.92989,0.31244,0.2657,4.57093,0.06835
0.445,0.92951,0.31221,0.26546,4.56463,0.0684
0.446,0.92913,0.31199,0.26521,4.55831,0.06844
0.447,0.92876,0.31176,0.26497,4.55195,0.06849
0.448,0.92838,0.31154,0.26473,4.54556,0.06854
0.449,0.928,0.31131,0.26449,4.53915,0.06858
0.45,0.92762,0.31109,0.26425,4.5327,0.06863
0.451,0.92725,0.31087,0.264,4.52622,0.06868
0.452,0.92687,0.31064,0.26376,4.51971,0.06873
0.453,0.92649,0.31042,0.26352,4.51325,0.06878
0.454,0.92612,0.3102,0.26328,4.50746,0.06882
0.455,0.92574,0.30998,0.26305,4.50165,0.06886
0.456,0.92536,0.30976,0.26281,4.49581,0.0689
0.457,0.92498,0.30954,0.26257,4.48994,0.06894
0.458,0.92461,0.30932,0.26233,4.48405,0.06898
0.459,0.92423,0.3091,0.26209,4.47813,0.06902
0.46,0.92385,0.30888,0.26186,4.47219,0.06907
0.461,0.92348,0.30866,0.26162,4.46622,0.06911
0.462,0.9231,0.30844,0.26138,4.46022,0.06915
0.463,0.92272,0.30823,0.26115,4.45419,0.0692
0.464,0.92235,0.30801,0.26091,4.44814,0.06924
0.465,0.92197,0.30779,0.26068,4.44206,0.06929
0.466,0.92159,0.30758,0.26044,4.43595,0.06934
0.467,0.92121,0.30736,0.26021,4.42981,0.06938
0.468,0.92084,0.30715,0.25997,4.42364,0.06943
0.469,0.92046,0.30693,0.25974,4.41749,0.06948
0.47,0.92008,0.30672,0.25951,4.41202,0.06952
0.471,0.91971,0.3065,0.25928,4.40653,0.06956
0.472,0.91933,0.30629,0.25904,4.40102,0.0696
0.473,0.91895,0.30608,0.25881,4.39548,0.06964
0.474,0.91857,0.30587,0.25858,4.38992,0.06968
0.475,0.9182,0.30566,0.25835,4.38433,0.06972
0.476,0.91782,0.30545,0.25812,4.37873,0.06976
0.477,0.91744,0.30524,0.25789,4.37309,0.0698
0.478,0.91707,0.30503,0.25766,4.36743,0.06984
0.479,0.91669,0.30482,0.25743,4.36175,0.06988
0.48,0.91631,0.30461,0.25721,4.35604,0.06993
0.481,0.91594,0.3044,0.25698,4.35031,0.06997
0.482,0.91556,0.30419,0.25675,4.34455,0.07002
0.483,0.91518,0.30398,0.25652,4.33877,0.07006
0.484,0.9148,0.30378,0.2563,4.33296,0.07011
0.485,0.91443,0.30357,0.25607,4.32713,0.07015
0.486,0.91405,0.30336,0.25585,4.32133,0.0702
0.487,0.91367,0.30316,0.25562,4.31617,0.07024
0.488,0.9133,0.30295,0.2554,4.31099,0.07027
0.489,0.91292,0.30275,0.25517,4.30579,0.07031
0.49,0.91254,0.30254,0.25495,4.30057,0.07035
0.491,0.91216,0.30234,0.25472,4.29532,0.07039
0.492,0.91179,0.30214,0.2545,4.29006,0.07043
0.493,0.91141,0.30193,0.25428,4.28477,0.07047
0.494,0.91103,0.30173,0.25406,4.27946,0.07051
0.495,0.91065,0.30153,0.25383,4.27413,0.07055
0.496,0.91028,0.30133,0.25361,4.26878,0.07059
0.497,0.9099,0.30113,0.25339,4.2634,0.07063
0.498,0.90952,0.30093,0.25317,4.25801,0.07067
0.499,0.90914,0.30073,0.25295,4.25259,0.07072
0.5,0.90877,0.30053,0.25273,4.24714,0.07076
0.501,0.90839,0.30033,0.25251,4.24168,0.0708
0.502,0.90801,0.30013,0.2523,4.23619,0.07085
0.503,0.90764,0.29994,0.25208,4.23068,0.0709
0.504,0.90726,0.29974,0.25186,4.22521,0.07094
0.505,0.90688,0.29954,0.25164,4.22035,0.07098
0.506,0.9065,0.29935,0.25143,4.21548,0.07101
0.507,0.90613,0.29915,0.25121,4.21058,0.07105
0.508,0.90575,0.29895,0.25099,4.20566,0.07108
0.509,0.90537,0.29876,0.25078,4.20073,0.07112
0.51,0.90499,0.29856,0.25056,4.19577,0.07116
0.511,0.90461,0.29837,0.25035,4.19079,0.0712
0.512,0.90424,0.29818,0.25013,4.1858,0.07124
0.513,0.90386,0.29798,0.24992,4.18079,0.07127
0.514,0.90348,0.29779,0.24971,4.17575,0.07131
0.515,0.9031,0.2976,0.24949,4.1707,0.07135
0.516,0.90273,0.29741,0.24928,4.16562,0.0714
0.517,0.90235,0.29722,0.24907,4.16053,0.07144
0.518,0.90197,0.29703,0.24886,4.15542,0.07148
0.519,0.90159,0.29684,0.24865,4.15028,0.07152
0.52,0.90121,0.29665,0.24844,4.14513,0.07157
0.521,0.90084,0.29646,0.24823,4.13995,0.07161
0.522,0.90046,0.29627,0.24802,4.13475,0.07165
0.523,0.90008,0.29608,0.24781,4.12955,0.0717
0.524,0.8997,0.29589,0.2476,4.12498,0.07173
0.525,0.89932,0.2957,0.24739,4.1204,0.07177
0.526,0.89895,0.29552,0.24718,4.1158,0.0718
0.527,0.89857,0.29533,0.24697,4.11118,0.07184
0.528,0.89819,0.29514,0.24677,4.10654,0.07187
0.529,0.89781,0.29496,0.24656,4.10188,0.07191
0.53,0.89743,0.29477,0.24635,4.09721,0.07195
0.531,0.89706,0.29459,0.24615,4.09252,0.07198
0.532,0.89668,0.29441,0.24594,4.08782,0.07202
0.533,0.8963,0.29422,0.24574,4.08309,0.07206
0.534,0.89592,0.29404,0.24553,4.07835,0.0721
0.535,0.89554,0.29386,0.24533,4.07359,0.07214
0.536,0.89516,0.29367,0.24512,4.06881,0.07218
0.537,0.89478,0.29349,0.24492,4.06402,0.07222
0.538,0.89441,0.29331,0.24472,4.0592,0.07226
0.539,0.89403,0.29313,0.24451,4.05437,0.0723
0.54,0.89365,0.29295,0.24431,4.04952,0.07234
0.541,0.89327,0.29277,0.24411,4.04465,0.07238
0.542,0.89289,0.29259,0.24391,4.03976,0.07243
0.543,0.89251,0.29241,0.24371,4.03486,0.07247
0.544,0.89213,0.29223,0.24351,4.03041,0.07251
0.545,0.89176,0.29205,0.24331,4.02611,0.07254
0.546,0.89138,0.29188,0.24311,4.0218,0.07257
0.547,0.891,0.2917,0.24291,4.01747,0.07261
0.548,0.89062,0.29152,0.24271,4.01312,0.07264
0.549,0.89024,0.29134,0.24251,4.00876,0.07268
0.55,0.88986,0.29117,0.24231,4.00439,0.07271
0.551,0.88948,0.29099,0.24212,4,0.07275
0.552,0.8891,0.29082,0.24192,3.99559,0.07278
0.553,0.88872,0.29064,0.24172,3.99117,0.07282
0.554,0.88835,0.29047,0.24153,3.98673,0.07286
0.555,0.88797,0.2903,0.24133,3.98227,0.0729
0.556,0.88759,0.29012,0.24113,3.9778,0.07294
0.557,0.88721,0.28995,0.24094,3.97332,0.07297
0.558,0.88683,0.28978,0.24074,3.96882,0.07301
0.559,0.88645,0.28961,0.24055,3.9643,0.07305
0.56,0.88607,0.28943,0.24036,3.95976,0.07309
0.561,0.88569,0.28926,0.24016,3.95521,0.07313
0.562,0.88531,0.28909,0.23997,3.95064,0.07318
0.563,0.88493,0.28892,0.23978,3.94606,0.07322
0.564,0.88455,0.28875,0.23959,3.94146,0.07326
0.565,0.88417,0.28858,0.23939,3.93694,0.0733
0.566,0.88379,0.28841,0.2392,3.93292,0.07333
0.567,0.88341,0.28825,0.23901,3.92889,0.07337
0.568,0.88303,0.28808,0.23882,3.92485,0.0734
0.569,0.88265,0.28791,0.23863,3.92079,0.07343
0.57,0.88227,0.28774,0.23844,3.91671,0.07347
0.571,0.88189,0.28758,0.23825,3.91263,0.0735
0.572,0.88152,0.28741,0.23806,3.90853,0.07353
0.573,0.88114,0.28724,0.23787,3.90441,0.07357
0.574,0.88076,0.28708,0.23769,3.90029,0.0736
0.575,0.88038,0.28691,0.2375,3.89614,0.07364
0.576,0.88,0.28675,0.23731,3.89199,0.07368
0.577,0.87962,0.28658,0.23713,3.88782,0.07371
0.578,0.87924,0.28642,0.23694,3.88363,0.07375
0.579,0.87886,0.28626,0.23675,3.87944,0.07379
0.58,0.87848,0.28609,0.23657,3.87522,0.07383
0.581,0.8781,0.28593,0.23638,3.871,0.07387
0.582,0.87771,0.28577,0.2362,3.86676,0.0739
0.583,0.87733,0.28561,0.23601,3.8625,0.07394
0.584,0.87695,0.28545,0.23583,3.85823,0.07398
0.585,0.87657,0.28529,0.23565,3.85395,0.07402
0.586,0.87619,0.28513,0.23546,3.84965,0.07407
0.587,0.87581,0.28497,0.23528,3.84534,0.07411
0.588,0.87543,0.28481,0.2351,3.84108,0.07415
0.589,0.87505,0.28465,0.23492,3.83732,0.07418
0.59,0.87467,0.28449,0.23473,3.83356,0.07421
0.591,0.87429,0.28433,0.23455,3.82978,0.07424
0.592,0.87391,0.28417,0.23437,3.82599,0.07427
0.593,0.87353,0.28402,0.23419,3.82218,0.07431
0.594,0.87315,0.28386,0.23401,3.81837,0.07434
0.595,0.87277,0.2837,0.23383,3.81454,0.07437
0.596,0.87239,0.28355,0.23365,3.8107,0.07441
0.597,0.87201,0.28339,0.23347,3.80685,0.07444
0.598,0.87163,0.28324,0.2333,3.80299,0.07448
0.599,0.87125,0.28308,0.23312,3.79911,0.07451
0.6,0.87086,0.28293,0.23294,3.79522,0.07455
0.601,0.87048,0.28277,0.23276,3.79132,0.07458
0.602,0.8701,0.28262,0.23259,3.78741,0.07462
0.603,0.86972,0.28247,0.23241,3.78348,0.07466
0.604,0.86934,0.28231,0.23223,3.77954,0.07469
0.605,0.86896,0.28216,0.23206,3.77559,0.07473
0.606,0.86858,0.28201,0.23188,3.77163,0.07477
0.607,0.8682,0.28186,0.23171,3.76765,0.07481
0.608,0.86782,0.2817,0.23153,3.76366,0.07485
0.609,0.86743,0.28155,0.23136,3.75966,0.07489
0.61,0.86705,0.2814,0.23119,3.75565,0.07493
0.611,0.86667,0.28125,0.23101,3.75162,0.07497
0.612,0.86629,0.2811,0.23084,3.74758,0.07501
0.613,0.86591,0.28095,0.23067,3.7438,0.07505
