phi0,omega,M,Q,R_eff,C_eff
0.0,1.109400392,0.0,0.0,,0.0
0.001,1.108820265,0.062192453,0.056032865,129.1193937,0.000481666
0.002,1.10807094,0.087092566,0.07854462,90.81016366,0.000959062
0.003,1.107304979,0.105663888,0.095316963,74.05559567,0.001426818
0.004,1.106532749,0.120870061,0.109060698,64.05620788,0.001886938
0.005,1.105759499,0.133881075,0.120829323,57.22492751,0.002339559
0.006,1.104987876,0.145304025,0.131169286,52.17670939,0.002784845
0.007,1.104219407,0.155503801,0.140408902,48.24930687,0.003222923
0.008,1.103455047,0.164720949,0.148764532,45.0803347,0.003653943
0.009,1.102695423,0.173124522,0.156388178,42.4529103,0.004078037
0.01,1.101940957,0.18083905,0.163391773,40.22838231,0.00449531
0.011,1.10119194,0.187959638,0.169860776,38.31240645,0.004905973
0.012,1.100448569,0.194561022,0.175862326,36.64017369,0.005310046
0.013,1.099710979,0.200703313,0.181450406,35.16333185,0.005707745
0.014,1.098789922,0.206435791,0.186669265,33.84666764,0.006099147
0.015,1.09825345,0.211799514,0.191555763,32.66314608,0.006484357
0.016,1.097533584,0.216829162,0.196141026,31.59157135,0.006863513
0.017,1.096819664,0.221554379,0.200451658,30.6152238,0.007236739
0.018,1.096111675,0.226000759,0.204510626,29.72072661,0.007604147
0.019,1.095409592,0.230190606,0.208337944,28.8972349,0.007965835
0.02,1.094713379,0.234143509,0.211951186,28.1358308,0.008321898
0.021,1.094022994,0.237876795,0.215365899,27.42913087,0.008672415
0.022,1.093338385,0.241405886,0.21859592,26.77067417,0.00901755
0.023,1.092659498,0.244744589,0.221653637,26.1553332,0.009357349
0.024,1.091986274,0.247905326,0.224550197,25.57849317,0.009691944
0.025,1.091318649,0.250899328,0.227295677,25.03632524,0.010021412
0.026,1.090656559,0.253736788,0.229899229,24.52539536,0.01034588
0.027,1.089999937,0.256426999,0.23236919,24.04292277,0.010665384
0.028,1.089348714,0.258978456,0.234713189,23.58609501,0.010980133
0.029,1.088702819,0.261398955,0.236938226,23.15312612,0.011290007
0.03,1.088062183,0.263695673,0.239050745,22.74208156,0.011595054
0.031,1.087426733,0.265875228,0.241056694,22.35035902,0.011895792
0.032,1.086796398,0.267943749,0.242961577,21.97732375,0.012191828
0.033,1.086171106,0.269906916,0.244770501,21.62082615,0.012483654
0.034,1.085550785,0.27177001,0.246488213,21.28056745,0.012770807
0.035,1.084935362,0.273537951,0.248119137,20.95416414,0.013054109
0.036,1.084324767,0.275215328,0.249667401,20.6419719,0.013332802
0.037,1.083718928,0.276806433,0.251136869,20.34245842,0.013607325
0.038,1.083117773,0.278315286,0.252531158,20.0540756,0.013878241
0.039,1.082521233,0.279745657,0.253853663,19.77758603,0.014144581
0.04,1.081929238,0.281101088,0.255107574,19.51116443,0.014407192
0.041,1.081341718,0.28238491,0.256295894,19.25420097,0.014666145
0.042,1.080758604,0.283600263,0.257421453,19.00624718,0.014921424
0.043,1.080179829,0.284750107,0.258486921,18.76699843,0.015172917
0.044,1.079605324,0.285837238,0.259494821,18.53625363,0.015420443
0.045,1.079035025,0.286864298,0.260447537,18.3133569,0.015664212
