phi0,omega,M,Q,R_eff,C_eff
0,1.08012345,0,0,,0
0.001,1.079590657,0.06257807,0.057951031,134.7210612,0.000464501
0.002,1.078898218,0.087645879,0.081184456,95.15948679,0.000921042
0.003,1.078186038,0.106314021,0.098499902,77.60339837,0.001369966
0.004,1.077467501,0.121589646,0.112679113,67.12598584,0.001811365
0.005,1.076747756,0.134651527,0.124812308,59.96819255,0.002245382
0.006,1.076029401,0.146111475,0.135465136,54.67866847,0.002672184
0.007,1.075313936,0.156337304,0.144977538,50.56379079,0.003091883
0.008,1.0746023,0.165571551,0.153573593,47.24341298,0.003504648
0.009,1.073895109,0.173984708,0.16141077,44.49066798,0.003910589
0.01,1.07319278,0.181702395,0.168605055,42.15967765,0.004309862
0.011,1.072495597,0.188820574,0.175245024,40.15238108,0.0047026
0.012,1.071803759,0.19541467,0.181400282,38.40019137,0.005088898
0.013,1.071117396,0.20154536,0.187126807,36.8530697,0.005468889
0.014,1.070436595,0.2072624,0.192470494,35.47338171,0.005842758
0.015,1.069761407,0.212607253,0.197469582,34.23358174,0.006210488
0.016,1.069091857,0.217614947,0.202156368,33.1108611,0.006572313
0.017,1.06842795,0.222315426,0.206558461,32.08765089,0.00692838
0.018,1.067769673,0.226734553,0.210699702,31.15090105,0.007278587
0.019,1.067117005,0.230894865,0.214600867,30.28823668,0.007623252
0.02,1.066469909,0.234816159,0.218280206,29.49044874,0.007962448
0.021,1.065357974,0.23851595,0.221753863,28.75091935,0.008295942
0.022,1.065192268,0.242009829,0.225036209,28.06007605,0.008624703
0.023,1.064561621,0.245311753,0.228140111,27.41548204,0.008947928
0.024,1.063936348,0.248434285,0.23107715,26.81127548,0.009266038
0.025,1.063316389,0.251388779,0.233857797,26.24330894,0.009579157
0.026,1.062701682,0.254185545,0.236491556,25.70810977,0.009887368
0.027,1.062092161,0.256833979,0.238987095,25.20236864,0.010190867
0.028,1.061487761,0.259342674,0.241352339,24.7242966,0.010489385
0.029,1.060888413,0.261719517,0.243594563,24.27064331,0.010783378
0.03,1.06029405,0.263971763,0.245720465,23.83970098,0.01107278
0.031,1.059704601,0.266106111,0.247736224,23.42953151,0.011357722
0.032,1.059119999,0.268128756,0.249647563,23.03834604,0.011638368
0.033,1.058540173,0.270045446,0.251459788,22.66540024,0.011914435
0.034,1.057965053,0.271861522,0.253177834,22.30872059,0.012186334
0.035,1.05739457,0.273581959,0.254806297,21.96715477,0.012454137
0.036,1.056828655,0.275211402,0.256349469,21.63986934,0.012717794
0.037,1.056267239,0.27675419,0.257811364,21.32599049,0.012977319
0.038,1.055710252,0.278214388,0.259195741,21.0242064,0.013233051
0.039,1.055157627,0.279595811,0.260506129,20.73367583,0.013485106
0.04,1.054609297,0.280902038,0.261745842,20.45485562,0.01373278
0.041,1.054065193,0.282136441,0.262918,20.18537554,0.01397727
0.042,1.05352525,0.283302192,0.264025544,19.92629083,0.014217508
0.043,1.052989402,0.284402285,0.265071247,19.67572289,0.014454477
0.044,1.052457584,0.285439546,0.266057729,19.43344571,0.014688056
0.045,1.05192973,0.286416649,0.266987469,19.19960214,0.014917843
0.046,1.051405778,0.287336121,0.267862813,18.97314664,0.015144358
0.047,1.050885664,0.288200357,0.268685984,18.75437947,0.015367096
0.048,1.050369327,0.28901163,0.269459091,18.54230003,0.015586612
0.049,1.049856704,0.289772094,0.270184138,18.33634325,0.015803156
0.05,1.049347735,0.290483798,0.270863028,18.13626047,0.016016742
0.051,1.04884236,0.291148688,0.271497571,17.94296544,0.016226342
0.052,1.048340519,0.291768617,0.27208949,17.75430856,0.01643368
0.053,1.047842155,0.292345348,0.272640427,17.57169632,0.016637287
0.054,1.04734721,0.292880562,0.273151948,17.39346342,0.016838542
0.055,1.046855626,0.293375862,0.273625545,17.22078436,0.01703615
0.056,1.046367348,0.293832777,0.274062645,17.05168727,0.017231889
0.057,1.04588232,0.294252766,0.274464608,16.88823535,0.017423535
0.058,1.045400488,0.294637225,0.274832737,16.7284129,0.017612981
0.059,1.044921798,0.294987487,0.275168275,16.57206573,0.017800285
0.06,1.044446197,0.295304828,0.275472415,16.42061866,0.017983782
0.061,1.043973632,0.295590467,0.275746298,16.27210392,0.018165473
0.062,1.043504052,0.295845574,0.275991015,16.12773236,0.018343904
0.063,1.043037406,0.296071268,0.276207614,15.98672895,0.018519815
0.064,1.042573644,0.296268622,0.2763971,15.84862056,0.018693654
0.065,1.042112716,0.296438665,0.276560436,15.71378912,0.018864875
0.066,1.041654574,0.296582384,0.276698548,15.58230935,0.019033275
0.067,1.041199169,0.296700726,0.276812322,15.45367424,0.019199365
0.068,1.040746455,0.296794601,0.276902612,15.32780869,0.019363146
0.069,1.040296384,0.296864881,0.276970239,15.20463211,0.019524634
0.07,1.03984891,0.296912408,0.27701599,15.08405888,0.019683854
0.071,1.039403989,0.296937986,0.277040624,14.9659988,0.01984084
0.072,1.038961575,0.296942394,0.277044869,14.8503575,0.019995639
0.073,1.038521624,0.296926375,0.277029429,14.73703694,0.020148309
0.074,1.038084093,0.29689065,0.276994978,14.62593593,0.020298916
0.075,1.03764894,0.296835909,0.276942168,14.51695049,0.020447539
0.076,1.037216121,0.296762818,0.276871626,14.41013605,0.020594033
0.077,1.036785595,0.296672018,0.276783957,14.30594183,0.020737678
0.078,1.036357321,0.296564126,0.276679743,14.20365598,0.020879422
0.079,1.035931259,0.296439739,0.276559546,14.10316347,0.021019379
0.08,1.035507369,0.29629943,0.276423907,14.00434864,0.021157673
0.081,1.035085612,0.296143752,0.27627335,13.90731204,0.021294104
0.082,1.034665949,0.29597324,0.27610838,13.81214695,0.021428475
0.083,1.034248341,0.295788408,0.275929483,13.71857669,0.021561159
0.084,1.033832752,0.295589753,0.275737131,13.62651105,0.021692255
0.085,1.033419144,0.295377755,0.275531776,13.5366097,0.02182066
0.086,1.03300748,0.295152877,0.275313858,13.44729753,0.021948862
0.087,1.032597724,0.294915567,0.275083802,13.36088235,0.022073061
0.088,1.032189842,0.294666256,0.274842016,13.27538561,0.022196437
0.089,1.031783797,0.294405362,0.274588897,13.19069138,0.022319176
0.09,1.031379556,0.294133288,0.274324828,13.10796186,0.022439285
0.091,1.030977084,0.293850424,0.27405018,13.02687271,0.02255725
0.092,1.030576348,0.293557147,0.27376531,12.94630857,0.022674969
0.093,1.030177314,0.293253821,0.273470566,12.86743008,0.022790396
