phi0,omega,M,Q,R_eff,C_eff
0,0.942809042,0,0,,0
0.0006,0.942488419,0.052246225,0.055754305,215.5320599,0.000242406
0.0008,0.942387335,0.060306894,0.064563552,181.1063863,0.000332992
0.0012,0.94216984,0.072868753,0.077309183,151.3873062,0.00048134
0.0014,0.942055674,0.078541764,0.083331226,140.1286622,0.000560498
0.0016,0.941941245,0.083787811,0.08890093,131.0473655,0.00063937
0.0018,0.941826651,0.088683401,0.094099224,123.5233797,0.000717948
0.002,0.941711965,0.093284036,0.098984953,117.1563768,0.000796235
0.0022,0.941597244,0.097631715,0.103602643,111.6783678,0.000874222
0.0024,0.94148253,0.101759145,0.107986967,106.8983894,0.000951924
0.0026,0.941367856,0.105692398,0.112165563,102.6807453,0.00102933
0.0028,0.941253251,0.109452667,0.116160891,98.9225057,0.001106449
0.003,0.941138736,0.113057455,0.119991507,95.54582194,0.00118328
0.0032,0.94102433,0.116521432,0.123672955,92.49039265,0.001259822
0.0034,0.94091005,0.119857031,0.127218416,89.70742474,0.001336088
0.0036,0.940795907,0.123074912,0.130639182,87.16018454,0.001412054
0.0038,0.940681913,0.126184292,0.133945023,84.8153147,0.001487754
0.004,0.940568078,0.129193212,0.137144456,82.64868324,0.001563161
0.0042,0.94045441,0.132108733,0.140244967,80.63859812,0.001638282
0.0044,0.940340916,0.134937104,0.143253173,78.76643761,0.00171313
0.0046,0.940227603,0.137683884,0.146174964,77.01664557,0.001787716
0.0048,0.940114477,0.140354045,0.149015607,75.37795271,0.001862004
0.005,0.940001541,0.142952059,0.15177984,73.8380888,0.001936021
0.0052,0.939888801,0.145481963,0.154471939,72.38780816,0.002009758
0.0054,0.93977626,0.147947422,0.157095784,71.01854573,0.002083222
0.0056,0.939663921,0.15035177,0.159654908,69.72251179,0.002156431
0.0058,0.939551788,0.152698055,0.162152537,68.49463237,0.002229343
0.006,0.939439864,0.15498907,0.164591631,67.32730357,0.002302024
0.0062,0.939328149,0.157227387,0.166974911,66.21783601,0.002374396
0.0064,0.939216647,0.159415373,0.169304886,65.15996074,0.002446524
0.0066,0.939105359,0.161555223,0.171583878,64.15092114,0.002518362
0.0068,0.938994288,0.163648967,0.173814037,63.18660879,0.002589931
0.007,0.938883433,0.165698494,0.175997362,62.26295539,0.002661269
0.0072,0.938772798,0.167705565,0.178135718,61.37810651,0.002732335
0.0074,0.938662382,0.16967182,0.18023084,60.52981415,0.002803112
0.0076,0.938552186,0.171598795,0.182284356,59.71473423,0.002873642
0.0078,0.938442213,0.17348793,0.184297788,58.93080123,0.002943926
0.008,0.938332461,0.175340575,0.186272566,58.1757766,0.003013979
0.0082,0.938222932,0.177158,0.188210034,57.45009829,0.003083685
0.0084,0.938113627,0.178941403,0.190111458,56.7494251,0.003153184
0.0086,0.938004546,0.18069191,0.191978032,56.07294687,0.003222444
0.0088,0.937895689,0.182410587,0.193810884,55.4199373,0.003291425
0.009,0.937787056,0.184098444,0.19561108,54.78889332,0.003360142
0.0092,0.937678648,0.185756434,0.19737963,54.17756036,0.00342866
0.0094,0.937570465,0.187385463,0.199117493,53.58584877,0.003496921
0.0096,0.937462507,0.188986391,0.200825579,53.01355007,0.00356487
0.0098,0.937354774,0.190560035,0.202504751,52.45847,0.003632589
0.01,0.937247266,0.192107172,0.204155832,51.91985181,0.003700072
0.0102,0.937139983,0.193628545,0.205779607,51.39688127,0.003767321
0.0104,0.937032925,0.195124858,0.207376823,50.88869448,0.003834346
0.0106,0.936926092,0.196596787,0.208948192,50.39555484,0.003901074
0.0108,0.936819483,0.198044976,0.210494397,49.91653815,0.003967522
0.011,0.936713099,0.199470041,0.212016089,49.45003272,0.00403377
0.0112,0.936606939,0.200872572,0.213513891,48.99503003,0.004099856
0.0114,0.936501002,0.202253133,0.214988402,48.55346326,0.004165576
0.0116,0.93639529,0.203612267,0.216440194,48.12281289,0.004231097
0.0118,0.9362898,0.204950492,0.217869816,47.70226771,0.004296452
0.012,0.936184534,0.206268309,0.219277796,47.29369802,0.004361433
0.0122,0.936079491,0.207566195,0.220664641,46.89353085,0.004426329
0.0124,0.935974669,0.208844612,0.222030838,46.50456671,0.004490841
0.0126,0.93587007,0.210104003,0.223376856,46.12391196,0.004555208
0.0128,0.935765691,0.211344796,0.224703146,45.75193477,0.004619363
0.013,0.935661534,0.212567402,0.226010144,45.38973463,0.00468316
0.0132,0.935557598,0.213772216,0.227298269,45.03444767,0.00474686
0.0134,0.935453882,0.214959622,0.228567924,44.68708213,0.00481033
0.0136,0.935350385,0.216129989,0.2298195,44.34874645,0.004873418
0.0138,0.935247107,0.217283673,0.231053375,44.01699058,0.004936359
0.014,0.935144048,0.218421018,0.232269911,43.69175619,0.004999136
0.0142,0.935041207,0.219542358,0.233469461,43.37297296,0.005061732
0.0144,0.934938584,0.220648013,0.234652364,43.06204469,0.005123956
0.0146,0.934836178,0.221738296,0.235818952,42.75758805,0.00518594
0.0148,0.934733988,0.222813509,0.236969541,42.45904216,0.005247728
0.015,0.934632015,0.223873942,0.238104441,42.16629039,0.005309311
0.0152,0.934530256,0.22491988,0.239223951,41.87920655,0.005370682
0.0154,0.934428713,0.225951596,0.240328361,41.59765539,0.005431835
0.0156,0.934327384,0.226969356,0.241417952,41.32149321,0.005492768
0.0158,0.934226269,0.22797342,0.242492997,41.05056835,0.005553478
0.016,0.934125366,0.228964036,0.243553761,40.78472183,0.005613966
0.0162,0.934024677,0.229941449,0.244600501,40.52378796,0.005674234
0.0164,0.933924199,0.230905895,0.245633466,40.26759499,0.005734286
0.0166,0.933823932,0.231857603,0.2466529,40.01596576,0.005794127
