phi0,omega,M,Q,R_eff,C_eff
0,0.755928946,0,0,,0
0.0003,0.755928946,0.004724545,0.018669188,171.5663051,2.75E-05
0.0069,0.753423887,0.219042574,0.29017972,83.9539179,0.002609081
0.0078,0.753040986,0.234552243,0.310788225,78.95834375,0.002970582
0.0084,0.752782373,0.244559878,0.324092387,76.08322636,0.003214373
0.009,0.752521189,0.254340511,0.337099759,73.50026939,0.003460402
0.0093,0.752389656,0.259154275,0.343503491,72.30340436,0.003584261
0.0096,0.752257505,0.263921005,0.349845884,71.16312037,0.003708677
0.0099,0.752124743,0.268643405,0.356130513,70.07497053,0.003833657
0.0102,0.751991378,0.273323965,0.362360677,69.03508448,0.003959204
0.0105,0.751857414,0.277964987,0.368539423,68.03998897,0.004085318
0.0108,0.751722857,0.282568607,0.374669578,67.08659593,0.004211998
0.0111,0.751587712,0.287136806,0.380753764,66.17206749,0.004339245
0.0114,0.751451983,0.291671425,0.386794422,65.2937534,0.004467065
0.0117,0.751315676,0.296174182,0.392793826,64.44945583,0.004595449
0.012,0.751178792,0.30064668,0.3987541,63.63679971,0.004724416
0.0123,0.751041337,0.305090418,0.40467723,62.85407111,0.004853948
0.0126,0.750903312,0.3095068,0.410565077,62.09950215,0.004984046
0.0129,0.750764722,0.313897141,0.416419384,61.37119757,0.005114731
0.0132,0.75062557,0.318262677,0.422241792,60.66788319,0.005245983
0.0135,0.750485856,0.322604572,0.428033841,59.98798732,0.00537782
0.0138,0.750345586,0.32692392,0.433796982,59.33045347,0.005510221
0.0141,0.750204759,0.331221751,0.439532586,58.69376307,0.005643219
0.0144,0.750063379,0.335499041,0.445241944,58.07715379,0.005776782
0.0147,0.749921448,0.339756707,0.450926275,57.47936764,0.005910933
0.015,0.749778967,0.343995621,0.456586737,56.89969455,0.00604565
0.0153,0.749635939,0.348216605,0.462224421,56.33694938,0.006180963
0.0156,0.749492364,0.35242044,0.467840363,55.79054319,0.006316849
0.0159,0.749348245,0.356607864,0.473435548,55.25955416,0.006453325
0.0162,0.749203582,0.360779579,0.479010907,54.74333072,0.006590384
0.0165,0.749058377,0.364936254,0.484567328,54.2411749,0.00672803
0.0168,0.748912632,0.36907852,0.490105653,53.75236217,0.006866275
