phi0,omega,M,Q,R_eff,C_eff
0.0,1.0,0.0,0.0,,0.0
0.0002,0.999943747,0.019681498,0.020544725,278.4925196,7.07e-05
0.0006,0.999746115,0.049697548,0.049744175,196.0485117,0.000253496
0.0008,0.999655583,0.057525677,0.057926016,172.737039,0.000333025
0.001,0.999528512,0.064854098,0.064890333,152.7468636,0.000424586
0.0012,0.999415128,0.070450938,0.070750899,139.109078,0.000506444
0.0014,0.999292581,0.07606189,0.076089212,128.6687735,0.000591145
0.0016,0.99917253,0.081164561,0.081215781,119.983593,0.000676464
0.0018,0.999053795,0.085895077,0.085930061,113.429075,0.000757258
0.002,0.998933374,0.090357111,0.090397859,107.5826482,0.000839886
0.0022,0.998812464,0.094574698,0.094621504,102.5515287,0.000922216
0.0024,0.998691169,0.098579478,0.098632578,98.16237804,0.001004249
0.0026,0.998569574,0.102396665,0.102456279,94.28895079,0.001085988
0.0028,0.998447745,0.106046752,0.106113087,90.83762007,0.001167432
0.003,0.998325737,0.109546668,0.109619917,87.73673965,0.001248584
0.0032,0.998203596,0.112910594,0.112990939,84.93073493,0.001329443
0.0034,0.998081362,0.116150554,0.116238167,82.37543954,0.001410014
0.0036,0.997959068,0.119276851,0.119371895,80.03584459,0.001490293
0.0038,0.997836741,0.122298397,0.122401024,77.88291093,0.001570285
0.004,0.997714407,0.125222962,0.125333318,75.8931127,0.001649991
0.0042,0.997592088,0.128057373,0.128175596,74.04680879,0.001729411
0.0044,0.997469802,0.130807668,0.130933888,72.32739815,0.001808549
0.0046,0.997347565,0.13347922,0.13361356,70.72123011,0.0018874
0.0048,0.997225394,0.136076832,0.136219411,69.21605419,0.001965972
0.005,0.997103301,0.138604826,0.138755754,67.80190811,0.002044261
0.0052,0.996981297,0.141067102,0.141226486,66.4699,0.00212227
0.0054,0.996859394,0.1434672,0.14363514,65.21225619,0.002200004
0.0056,0.996737601,0.145808341,0.145984933,64.02245852,0.002277456
0.0058,0.996615926,0.148093468,0.148278803,62.89444324,0.002354635
0.006,0.996494378,0.15032528,0.150519444,61.82316479,0.002431537
0.0062,0.996372964,0.15250626,0.152709334,60.8039098,0.002508165
0.0064,0.996251689,0.154638694,0.154850758,59.83255634,0.002584524
0.0066,0.996130561,0.156724701,0.156945827,58.90559403,0.002660608
0.0068,0.996009583,0.158766241,0.1589965,58.01968047,0.002736421
0.007,0.995888763,0.160765138,0.161004597,57.17183324,0.002811964
0.0072,0.995768102,0.162723091,0.162971812,56.3593814,0.002887241
0.0074,0.995647607,0.164641684,0.164899727,55.57984098,0.002962255
0.0076,0.995527281,0.166522399,0.166789821,54.8312783,0.003036997
0.0078,0.995407126,0.168366626,0.16864348,54.11150198,0.003111476
0.008,0.995287147,0.170175668,0.170462005,53.41883548,0.003185687
0.0082,0.995167347,0.17195075,0.172246617,52.75151213,0.003259636
0.0084,0.995047727,0.173693027,0.173998469,52.10807962,0.003333322
0.0086,0.994928291,0.175403587,0.175718647,51.48706533,0.003406751
0.0088,0.994809041,0.177083459,0.177408175,50.88719152,0.003479922
0.009,0.994689979,0.178733614,0.179068024,50.30730374,0.003552836
